C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,ITM_NM_ENG,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,9742,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,9742,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,108278,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,23574,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,158029,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,162472,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,2303845,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,52320,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,472750,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,143804,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,2148,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,899755,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,319237,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,23416,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,44356,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,118177,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,37784,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
14,  기타공공단체,Other governments,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,190098,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,103126718,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,88412986,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,51794750,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,30381445,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,7680055,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,13733250,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,17707340,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,14906466,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,2625254,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,1379176,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,14713732,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,11827,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,242949,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,172199,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,12050,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,4418105,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,1845365,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,7703490,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,241482,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2,민간부문,Private sector,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,66265,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,19495737,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,11901945,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,116734,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,116734,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,1277896,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,9554858,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,772691,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,179766,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,7593792,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,9905,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,119354,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,40361,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,1192,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,40288,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,289840,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,7058732,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,6661,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
21,  제조업,　Manufacturing,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,27459,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,634294,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,597671,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,726,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,726,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,110539,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,437312,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,48422,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,672,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,36623,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,29689,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,379,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,492,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,6063,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2110,    음식료품,　　Food and beverage,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,212448,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,212448,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,112,  재건축,　Reconstruction,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,113,  재개발,　Redevelopment,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,12, 사무실 및 점포,　Offices ＆ stores,공종별,By the kind of construction works,154926,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,13, 공장 및 창고,　Factory ＆ storage,공종별,By the kind of construction works,55954,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,14, 관공서 등,　Public offices,공종별,By the kind of construction works,1568,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,15, 기타,　Others,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,2,토목,Civil engineering,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,21, 치산 및 치수,　Forestry conservancy ＆ water control,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,22, 농림 및 수산,　Agriculture ＆ fisheries,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,23, 도로 및 교량,　Roads ＆ bridges,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,24, 항만 및 공항,　Harbors ＆ airports,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,25, 철도 및 궤도,　Railway ＆ track,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,26, 상하수도,　Water supply and sewerage,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,27, 발전 및 통신,　Generation ＆ transmission of elctricity,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,28, 토지조성,　Land development,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,29, 댐,　Dams,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,2A, 기계설치,　Installation of machinery,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,2B, 조경공사,　landscaping,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2120,    섬유의복,Taxtiles and clothing,발주자별,By the kind of orderer,2C, 기타,　Others,공종별,By the kind of construction works,0,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,0,계,Total,공종별,By the kind of construction works,5988460,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,1,건축,Building,공종별,By the kind of construction works,2382067,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,11, 주택,　Dwellings,공종별,By the kind of construction works,714,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
2130,    석유화학,Petrochemical products,발주자별,By the kind of orderer,111,  신규주택,　New homes,공종별,By the kind of construction works,714,T10,수주액,Value of order received,101,2018,A,DT_1G1B002,발주자/공종별 건설수주액(경상),백만원,Million Won
